"CRN","AGE","AIRBAG1","AIRBAG2","AIRBAG3","AIRBAG4","AIRBAG_PADS","DVR_LIC_STATE","DVR_PED_CONDITION","EJECTION_IND","EJECT_PATH_CD","EXTRIC_IND","INJ_SEVERITY","NON_MOTORIST","PERSON_NUM","PERSON_TYPE","RESTRAINT_HELMET","SEAT_POSITION","SEX","TRANSPORTED","TRANSPORTED_BY","UNIT_NUM","VULNERABLE_ROAD_USER"
"2013105823","59","","","","","0.0","PA","0.0","0","","","8.0","0","1","1.0","3.0","","F","N","","1","0"
"2013105823","23","02","","","","8.0","PA","0.0","0","","","8.0","0","1","1.0","3.0","","F","Y","","2","0"
"2013105823","1","","","","","0.0","PA","0.0","0","","","0.0","0","2","2.0","24.0","","M","Y","","2","0"
"2013016126","84","02","","","","8.0","PA","0.0","0","","","0.0","0","1","1.0","99.0","","M","N","","1","0"
"2013016126","65","","","","","9.0","PA","0.0","0","","","0.0","0","1","1.0","3.0","","F","N","","2","0"
"2013016126","57","","","","","9.0","PA","0.0","0","","","0.0","0","1","1.0","3.0","","F","N","","3","0"
"2013011575","28","","","","","0.0","PA","3.0","0","","","4.0","0","1","1.0","0.0","","F","Y","","1","0"
"2013011575","4","","","","","0.0","PA","3.0","0","","","0.0","0","2","2.0","0.0","","F","Y","","1","0"
"2013054743","45","","","","","9.0","PA","0.0","1","","","0.0","0","1","1.0","99.0","","M","N","","1","0"
"2013054743","22","","","","","9.0","PA","0.0","1","","","0.0","0","1","1.0","99.0","","M","N","","2","0"
"2013131023","22","M","","","","8.0","PA","0.0","1","","","0.0","0","1","1.0","3.0","","M","N","","1","0"
"2013106995","60","M","","","","8.0","PA","0.0","0","","","4.0","0","1","1.0","3.0","","F","N","","1","0"
"2013106995","38","M","","","","8.0","PA","0.0","0","","","4.0","0","1","1.0","3.0","","M","N","","2","0"
"2013132867","75","02","","","","8.0","PA","0.0","0","","","0.0","0","1","1.0","2.0","","M","N","","1","0"
"2013132867","22","02","","","","8.0","PA","0.0","0","","","8.0","0","1","1.0","3.0","","F","Y","","2","0"
"2013132867","22","02","","","","8.0","PA","0.0","0","","","4.0","0","2","2.0","3.0","","M","Y","","2","0"
"2013056464","32","","","","","0.0","PA","9.0","1","","","2.0","0","1","1.0","99.0","","M","","","1","0"
"2013051055","99","","","","","99.0","","9.0","1","","","9.0","0","1","1.0","99.0","","M","N","","1","0"
"2013051055","50","M","","","","8.0","PA","0.0","1","","","4.0","0","1","1.0","3.0","","F","N","","2","0"
"2013110259","51","M","","","","8.0","PA","0.0","1","","","0.0","0","1","1.0","1.0","","F","N","","1","0"
"2013038356","39","","","","","0.0","PA","0.0","1","","","0.0","0","1","1.0","3.0","","M","N","","1","0"
"2013038356","61","","","","","0.0","PA","0.0","1","","","4.0","0","1","1.0","3.0","","M","N","","2","0"
"2013094712","63","","","","","0.0","PA","0.0","0","","","0.0","0","1","1.0","3.0","","M","N","","1","0"
"2013094712","41","M","","","","8.0","WY","0.0","0","","","0.0","0","1","1.0","3.0","","F","","","2","0"
"2013076670","47","","","","","0.0","PA","0.0","0","","","0.0","0","1","1.0","99.0","","F","N","","1","0"
"2013076670","24","","","","","0.0","PA","0.0","0","","","0.0","0","1","1.0","2.0","","F","N","","2","0"
"2013014024","36","M","","","","8.0","PA","0.0","0","","","0.0","0","1","1.0","3.0","","M","N","","1","0"
"2013068173","33","","","","","0.0","PA","0.0","0","","","0.0","0","1","1.0","1.0","","M","N","","1","0"
"2013068173","38","","","","","0.0","PA","0.0","0","","","0.0","0","1","1.0","1.0","","M","N","","2","0"
"2013034231","54","","","","","99.0","PA","0.0","0","","","0.0","0","1","1.0","99.0","","M","N","","1","0"
"2013034231","29","","","","","99.0","PA","0.0","0","","","4.0","0","1","1.0","99.0","","F","Y","","2","0"
"2013047390","45","M","","","","8.0","PA","0.0","0","","","0.0","0","1","1.0","3.0","","F","N","","1","0"
"2013047390","14","M","","","","8.0","PA","0.0","0","","","0.0","0","2","2.0","3.0","","F","N","","1","0"
"2013047390","63","","","","","5.0","PA","0.0","0","","","4.0","0","1","1.0","5.0","","M","N","","2","0"
"2013126305","22","","","","","99.0","PA","1.0","0","","","4.0","0","1","1.0","99.0","","F","N","","2","0"
"2013057340","47","","","","","0.0","PA","0.0","0","","","0.0","0","1","1.0","3.0","","M","N","","1","0"
"2013057340","41","","","","","0.0","PA","0.0","0","","","8.0","0","2","2.0","3.0","","F","Y","","1","0"
"2013057340","20","","","","","0.0","PA","0.0","0","","","4.0","0","3","2.0","3.0","","M","N","","1","0"
