"CRN","AGE","AIRBAG1","AIRBAG2","AIRBAG3","AIRBAG4","AIRBAG_PADS","DVR_LIC_STATE","DVR_PED_CONDITION","EJECTION_IND","EJECT_PATH_CD","EXTRIC_IND","INJ_SEVERITY","NON_MOTORIST","PERSON_NUM","PERSON_TYPE","RESTRAINT_HELMET","SEAT_POSITION","SEX","TRANSPORTED","TRANSPORTED_BY","UNIT_NUM","VULNERABLE_ROAD_USER"
"2022022162","34","","2.0","0.0","0.0","8.0","PA","0.0","1","0","1","0.0","0","1","1.0","99.0","01","M","N","00","1","0"
"2022022162","37","","2.0","0.0","0.0","8.0","PA","0.0","1","0","1","0.0","0","2","2.0","99.0","03","F","N","00","1","0"
"2022022162","54","","0.0","0.0","0.0","0.0","PA","0.0","1","0","1","0.0","0","3","1.0","99.0","01","M","N","00","2","0"
"2022030791","34","","","","","0.0","PA","0.0","0","0","0","4.0","0","1","1.0","3.0","01","F","Y","02","1","0"
"2022030791","2","","","","","0.0","PA","0.0","0","0","0","3.0","0","2","2.0","11.0","06","M","Y","02","1","0"
"2022103559","33","","","","","99.0","PA","0.0","1","0","1","0.0","0","1","1.0","99.0","01","M","N","00","1","0"
"2022025570","46","","0.0","0.0","0.0","8.0","PA","9.0","0","0","0","4.0","0","1","1.0","3.0","01","F","Y","02","1","0"
"2022025758","32","","0.0","0.0","0.0","0.0","PA","1.0","1","0","1","4.0","0","1","1.0","0.0","01","F","","00","1","0"
"2022024114","34","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","00","1","0"
"2022024114","45","","0.0","0.0","0.0","0.0","","","0","0","0","0.0","0","1","2.0","0.0","98","M","N","00","2","0"
"2022049029","67","","2.0","3.0","","8.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","00","1","0"
"2022021602","22","","","","","99.0","PA","0.0","0","0","0","0.0","0","1","1.0","99.0","01","M","N","00","1","0"
"2022107228","39","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","00","1","0"
"2022107228","32","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","2","2.0","3.0","03","M","N","00","1","0"
"2022107228","36","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","00","2","0"
"2022107228","3","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","2","2.0","24.0","06","F","N","00","2","0"
"2022107228","20","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","00","3","0"
"2022107228","29","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","00","4","0"
"2022073666","26","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","1.0","01","F","N","00","1","0"
"2022123695","66","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","00","1","0"
"2022123695","52","","3.0","0.0","0.0","8.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","00","2","0"
"2022054023","37","","","","","9.0","PA","0.0","1","0","0","0.0","0","1","1.0","3.0","01","M","N","00","1","0"
"2022054023","63","","","","","0.0","PA","0.0","0","0","0","2.0","0","2","1.0","0.0","01","M","Y","02","2","0"
"2022031421","54","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","00","1","0"
"2022031421","27","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","00","2","0"
"2022031421","27","","0.0","0.0","0.0","0.0","PA","0.0","1","0","1","0.0","0","2","2.0","3.0","03","M","N","00","2","0"
"2022031421","24","","0.0","0.0","0.0","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","N","00","3","0"
"2022031421","78","","0.0","0.0","0.0","0.0","PA","0.0","1","0","0","0.0","0","2","2.0","3.0","03","M","N","00","3","0"
"2022049687","31","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","","00","1","0"
"2022049687","26","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","2","2.0","0.0","03","M","N","00","1","0"
"2022049687","9","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","3","2.0","3.0","04","M","N","00","1","0"
"2022049687","7","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","4","2.0","3.0","09","M","N","00","1","0"
"2022049687","37","","","","","99.0","PA","0.0","0","0","0","0.0","0","1","1.0","99.0","01","F","","00","2","0"
"2022003406","31","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","N","","1","0"
"2022096169","20","","","","","0.0","NC","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","00","1","0"
"2022096169","20","","","","","0.0","NC","0.0","1","0","1","0.0","0","2","2.0","3.0","03","F","N","00","1","0"
"2022096169","99","","","","","0.0","NC","0.0","1","0","1","0.0","0","3","2.0","21.0","06","F","N","00","1","0"
"2022085283","58","","0.0","0.0","0.0","8.0","PA","0.0","0","0","0","3.0","0","1","1.0","3.0","01","F","","00","1","0"
"2022085283","59","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","","00","2","0"
"2022117503","56","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","2.0","01","M","N","00","1","0"
"2022117503","84","","","","","0.0","PA","0.0","0","0","0","0.0","0","2","2.0","99.0","15","F","N","00","1","0"
"2022117503","35","","","","","0.0","PA","0.0","0","0","0","0.0","0","3","2.0","0.0","15","F","N","00","1","0"
"2022117503","60","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","00","2","0"
"2022117503","30","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","00","3","0"
"2022117503","1","","","","","0.0","PA","0.0","0","0","0","0.0","0","2","2.0","21.0","04","M","N","00","3","0"
"2022117503","1","","","","","0.0","PA","0.0","0","0","0","0.0","0","3","2.0","21.0","06","F","N","00","3","0"
"2022039808","67","","0.0","0.0","0.0","0.0","PA","0.0","1","0","1","3.0","0","1","1.0","1.0","01","M","Y","02","1","0"
"2022039808","34","","0.0","0.0","0.0","0.0","TX","0.0","1","0","1","0.0","0","1","1.0","1.0","01","M","N","00","2","0"
"2022062998","20","","","","","8.0","PA","9.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","00","1","0"
"2022096820","43","","0.0","0.0","0.0","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","99.0","01","F","N","00","1","0"
"2022096820","52","","0.0","0.0","0.0","0.0","PA","0.0","1","0","0","0.0","0","2","1.0","99.0","01","F","N","00","2","0"
"2022018043","32","","97.0","97.0","97.0","99.0","PA","0.0","0","0","0","3.0","0","1","1.0","99.0","01","M","R","00","1","0"
"2022018043","27","","97.0","97.0","97.0","99.0","PA","0.0","0","0","0","0.0","0","2","2.0","99.0","03","F","R","00","1","0"
"2022018043","27","","2.0","97.0","97.0","99.0","PA","0.0","0","0","0","0.0","0","1","1.0","99.0","01","M","R","00","2","0"
"2022024233","99","","","","","0.0","","9.0","0","0","0","9.0","0","1","1.0","99.0","01","F","","00","1","0"
"2022024233","78","","","","","0.0","","0.0","0","0","0","2.0","1","1","7.0","0.0","00","F","","00","2","1"
"2022018001","35","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","00","1","0"
"2022018001","72","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","8.0","0","2","2.0","3.0","03","M","Y","02","1","0"
"2022018001","17","","0.0","0.0","0.0","0.0","PA","","0","0","0","0.0","0","1","1.0","3.0","01","F","N","00","2","0"
"2022018001","46","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","00","3","0"
"2022018001","46","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","2","2.0","3.0","03","F","N","00","3","0"
"2022011966","17","","0.0","0.0","0.0","9.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","00","1","0"
"2022011966","42","","0.0","0.0","0.0","9.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","00","2","0"
"2022076653","55","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","1.0","01","F","N","00","1","0"
"2022076653","42","","","","","8.0","PA","0.0","1","0","0","0.0","0","2","1.0","1.0","01","M","N","00","2","0"
"2022044159","52","","2.0","0.0","0.0","8.0","PA","0.0","0","0","0","3.0","0","1","1.0","3.0","01","M","Y","02","1","0"
"2022044159","34","","3.0","1.0","3.0","8.0","PA","0.0","0","0","0","3.0","0","1","1.0","3.0","01","F","N","00","2","0"
"2022058414","47","","0.0","0.0","0.0","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","99.0","01","M","","00","1","0"
