"CRN","AGE","AIRBAG1","AIRBAG2","AIRBAG3","AIRBAG4","AIRBAG_PADS","DVR_LIC_STATE","DVR_PED_CONDITION","EJECTION_IND","EJECT_PATH_CD","EXTRIC_IND","INJ_SEVERITY","NON_MOTORIST","PERSON_NUM","PERSON_TYPE","RESTRAINT_HELMET","SEAT_POSITION","SEX","TRANSPORTED","TRANSPORTED_BY","UNIT_NUM","VULNERABLE_ROAD_USER"
"2005015297","47","M","","","","8.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","N","","1","0"
"2005015297","42","","","","","99.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","N","","2","0"
"2005015297","34","","","","","99.0","PA","0.0","","","","4.0","0","2","2.0","3.0","","M","N","","2","0"
"2005015297","22","M","","","","8.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","N","","3","0"
"2005015297","41","","","","","0.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","N","","4","0"
"2005080328","18","M","","","","8.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","F","N","","1","0"
"2005080328","7","","","","","0.0","PA","0.0","","","","0.0","0","2","2.0","3.0","","M","N","","1","0"
"2005080328","49","M","","","","8.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","N","","2","0"
"2005087840","52","M","","","","8.0","PA","0.0","","","","4.0","0","1","1.0","3.0","","F","","","1","0"
"2005087840","42","","","","","9.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","","","2","0"
"2005087840","35","","","","","9.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","","","3","0"
"2005087840","64","","","","","9.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","","","4","0"
"2005087840","62","","","","","9.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","","","5","0"
"2005137325","14","","","","","0.0","","0.0","","","","0.0","0","1","1.0","0.0","","M","","","1","0"
"2005137325","41","","","","","0.0","","0.0","","","","4.0","0","2","2.0","0.0","","F","","","1","0"
"2005414410","37","02","","","","8.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","F","","","1","0"
"2005414410","12","02","","","","8.0","PA","0.0","","","","0.0","0","2","2.0","3.0","","F","","","1","0"
"2005026428","46","02","","","","8.0","PA","0.0","","","","0.0","0","1","1.0","99.0","","M","","","1","0"
"2005026428","52","","","","","9.0","PA","0.0","","","","4.0","0","1","1.0","99.0","","M","N","","2","0"
"2005026428","59","","","","","9.0","PA","0.0","","","","0.0","0","2","2.0","99.0","","M","N","","2","0"
"2005133115","45","M","","","","8.0","PA","0.0","","","","9.0","0","1","1.0","3.0","","F","","","1","0"
"2005132480","23","","","","","0.0","PA","0.0","","","","4.0","0","1","1.0","0.0","","M","","","1","0"
"2005166986","55","","","","","0.0","PA","0.0","","","","0.0","0","1","1.0","1.0","","M","","","1","0"
"2005166986","13","","","","","0.0","","0.0","","","","3.0","1","1","4.0","0.0","","M","","","2","1"
"2005181341","19","M","","","","8.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","","","1","0"
"2005181341","19","M","","","","8.0","PA","0.0","","","","0.0","0","2","2.0","3.0","","M","","","1","0"
"2005181341","19","","","","","0.0","PA","0.0","","","","0.0","0","3","2.0","3.0","","M","","","1","0"
"2005181341","20","M","","","","8.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","","","2","0"
"2005187681","21","","","","","0.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","","","1","0"
"2005064487","35","","","","","9.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","","","1","0"
"2005064487","35","","","","","9.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","","","2","0"
"2005064487","37","","","","","9.0","PA","0.0","","","","0.0","0","2","2.0","3.0","","M","","","2","0"
"2005134441","28","02","","","","8.0","IL","1.0","","","","0.0","0","1","1.0","3.0","","F","","","1","0"
"2005134441","20","02","","","","8.0","IL","1.0","","","","0.0","0","2","2.0","3.0","","F","","","1","0"
"2005134441","20","","","","","0.0","IL","1.0","","","","0.0","0","3","2.0","3.0","","F","","","1","0"
"2005134441","20","","","","","0.0","IL","1.0","","","","0.0","0","4","2.0","3.0","","F","","","1","0"
"2005134441","19","","","","","9.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","F","","","2","0"
"2005134441","18","","","","","9.0","PA","0.0","","","","0.0","0","2","2.0","3.0","","F","","","2","0"
"2005134441","20","","","","","9.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","","","3","0"
"2005192699","67","","","","","0.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","F","","","1","0"
