"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2018076140","02","0","100 NORTH CONAHAN DRIVE","","HAZLETON","PA","18201","DEANGELO BROTHERS INC","5704591112","054000","","","","","N","","","","","","N","","","","","","","","1","00473708","03"
"2018083585","02","1","560 HORNING RD.","","BETHEL PARK","PA","15102","PENNSYLVANIA AMERICAN WATER CO","4128547606","026000","","","","","N","","","","","","","","","","","","","","3","02147799","09"
"2018049783","03","1","160 VELTRI DRIVE","","WASHINGTON","PA","15301","VELTRI TRUCKING INC","9999999999","080000","","","","","N","","","","","","N","","","","","","","","2","01077151","08"
"2018088516","03","4","5005 SECOND AVE","","PITTSBURGH","PA","15207","JADELL MINNIEFIELD CONSTRUCTION","4124212185","073280","","","","","N","","","","","","N","","","","","","","","2","01159419","04"
"2018098654","04","4","2516 STATE RT 18","","WAMPUM","PA","16157","YPI TRUCKING LLC","7246747268","073280","","","","","N","","","","","","N","","","","","","","","1","02395606","04"
"2018063563","03","0","101 CREEKSIDE RD","","WEST COLUMBIA","SC","291721966","CDJ BULK EXPRESS INC","8038221902","080000","","","","","N","","","","","","N","","","","","","","","3","00491211","09"
"2018087486","04","1","965 EAST MIDLOTHIAN BLV","","YOUNGSTOWN","OH","44502","SCHWEBEL BAKING COMP","3307832860","054999","","","","","N","","","","","","N","","","","","","","","1","00030226","04"
"2018112450","04","1","2190 BOUL HYMUS","","DORVAL","QC","H9P1J7","BROSSARD INC","4185756527","073280","","","","","N","","","","","","N","","","","","","","","2","43173178","08"
"2018035805","05","1","12225 STEPHENS ROAD","","WARREN","MI","48089","CENTRAL TRANSPORT LLC","5869397000","055000","","","","","N","","","","","","N","","","","","","","","1","00661173","08"
"2018012699","03","3","1 71 NORTH AVE E","","1 71 NORTH AVE E","NJ","07201","EASTERN FREIGHT W","5702048512","080000","","","","","N","","","","","","N","","","","","","","","2","00580793","06"
"2018101372","02","3","971 BRIARSDALE RD","","HARRISBURG","PA","17109","RYDER TRUCK RENTAL LLC","8889779337","026000","","","","","N","","","","","","N","","","","","","","","2","01397252","03"
"2018031712","02","8","110 LENZNER COURT","","SEWICK;LEY","PA","15143","LENZNER COACH LINES","4129221239","","","","","","N","","","","","","","","00112590","","","","","","1","00583785","11"
"2018071999","04","99","200 WASHINGTON AVE","","DRAVOSBURG","PA","15034","A CRANE RENTAL LLC","7247479309","085000","","","","","N","","","","","","N","","988785","","","","","","1","02929176","08"
"2018056491","02","8","798 EKASTOWN ROAD","","SARVER","PA","16055","W L ROENIGK LEASING INC","4126074454","","","","","","N","","","","","","N","","","","","","","","2","01634361","11"
"2018022593","03","4","296 CURRIE RD PO BOX 296","","PORTERSVILLE","PA","16051","MCCLYMONDS SUPPLY & TRANSIT CO","7243688040","073280","","","","","N","","","","","","N","","","","","","","","2","00026947","04"
"2018024052","03","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124222000","040000","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2018034678","02","3","754 EAST MAIN STREET","","MONONGAHELA","PA","15063","FRANK ALOYIOUS WERNER","7243501755","","","","","","N","","","","","","U","","","","","","","","2","02627854","03"
"2018063297","02","4","148 AVIATION LANE SUITE 103","","LATROBE","PA","15650","WESTMORLAND COUNTY AIRPORT AUTH","7243796980","","","","","","N","","","","","","","","","","","","","","2","","03"
"2018063297","03","4","307 N. WASHINGTON STREET","","MASONTOWN","PA","15461","MAG TRUCKING INC","7248803384","","","","","","N","","","","","","N","","","","","","","","3","01037719","04"
"2018046774","04","2","P.O. BOX 427","","LYMAN","WY","82937","WISE SERVICES INC.","3077876021","080000","","","","","N","","","","","","N","","","","","","","","5","01887558","04"
"2018005127","02","1","1821 BEAVER AVE","","CRAFTON","PA","15233","UNITED PARCEL SERVICE","4129215569","","","","","","N","","","","","","N","","","","","","","","1","00021800","03"
"2018020877","03","1","153 SMITH TRANSPORT RD","","ROARING SPRINGS","PA","16673","SMITH TRANSPORT INC","8142245155","080000","","","","","N","","","","","","N","","","","","","","","1","00246204","08"
"2018090401","04","99","1263 CHARTIERS AVE","","MCKEES ROCKS","PA","15136","FRANK BRYAN INC","4123811170","","","","","","N","","","","","","Y","","","","","","","","1","01672873","99"
"2018100420","04","7","1500 HAYDEN BLVD","","ELIZABETH","PA","15037","WASTE MANAGEMENT","4129251191","073280","","","","","N","","","","","","N","","208448","","","","","","1","00344050","04"
"2018018875","03","7","6097 DUFF","","AMBRIDGE","PA","15003","WASTE MANAGEMENT","7242662604","071800","","","","","N","","","","","","N","","","","","","","","2","00334445","04"
"2018092867","99","8","9 CRESENT ST","","PITTSBURGH","PA","15223","AKS INC","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","10"
"2018064453","02","3","2898 5TH AVENUE","","MCKEESPORT","PA","15131","FRANK JORDAN AUTO","4126641234","","","","","","N","","","","","","N","","","","","","","","2","00878846","03"
"2018100230","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4122551385","026000","","","","","N","","","","","","","","A-00976060","","","","","","2","","11"
"2018087925","05","1","UNK","","UNK","ZZ","99999","UNKNOWN","9999999999","080000","","","","","N","","","","","","N","","","","","","","","1","00099999","08"
"2018083339","03","7","2097 DUSS AVE","","AMBRIDGE","PA","15003","WASTE MANAGEMENT","8442792503","058400","","","","","N","","","","","","N","","","","","","","","1","00344050","04"
"2018080260","05","3","150 LANTERN LANE","","LAUGHLINTOWN","PA","15655","ROAD JET  LLC","7246017204","","","","","","N","","","","","","N","","","","","","","","2","00216939","08"
"2018084259","02","1","3701 W MORRIS ST.","","INDIANAPOLIS","IN","46241","PITT OHIO EXPRESS LLC.","4125376729","014969","","","","","N","","","","","","N","","","","","","","","2","00190180","05"
"2018036778","04","3","1000 MADISON AVE","","W. ELIZABETH","PA","15088","RIVER LIFT TRUCKING","7242559781","030000","","","","","N","","","","","","N","","A95478","","","","","","2","00162073","06"
"2018007498","03","3","119 ICMI RD","","DUNBAR","PA","15431","JLE INDUSTRIES LLC","7246032228","080000","","","","","N","","","","","","N","","","","","","","","1","02303143","08"
"2018047923","05","1","115 CURRY TOWN RD","","NORTH AUGUS","SC","29860","PALMETO DIESEL TOWING& RECOVERY","8032211990","080000","","","","","N","","","","","","N","","","","","","","","1","02264964","09"
"2018128217","05","0","115 CLAY ST","","MARTINS FERRY","OH","43935","APPROVED SITE SERVICES","4122062895","030000","","","","","N","","","","","","N","","","","","","","","1","02271520","04"
"2018060061","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4125565500","040000","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2018035532","02","1","115 WEST COLLEGE DRIVE","","MARSHALL","MN","562581747","SCHWANS HOME SERVICE INC","5075323274","","","","","","N","","","","","","N","","","","","","","","1","00108029","03"
"2018024160","02","8","714 EKASTOWN RD","","SARVER","PA","16055","ABC TRANSIT INC","4127824110","014000","","","","","N","","","","","","N","","","","","","","","1","02420569","11"
"2018072916","02","8","345 6TH AVE. 3RD FL.","","PITTSBURGH","PA","152222527","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2018101302","02","1","567 WALTHER RD","","NEWARK","DE","19702","STANDARD PIPE SERVICES LLC","3022860701","033000","","","","","N","","","","","","N","","","","","","","","1","02946819","09"
"2018049780","05","0","2675 MORGANTOWN RD","","READING","PA","19607","PENSKE","4125275292","080000","","","","","N","","","","","","N","","","","","","","","1","00268015","09"
"2018033926","03","99","1521 S CHILLICOTHE RD","","AURORA","OH","44202","SOURCE ONE TRANSPORTATION LLC","8773702119","080000","","","","","","","","","","","N","","","","","","","","2","","08"
"2018069782","00","99","1642 BUTLER PLANK ROAD","","GLENSHAW","PA","15116","INDUSTRIAL PUMP AND MOTOR REPA","4124872015","000000","","","","","N","","","","","","","","","","","","","","1","01372906","05"
"2018044001","03","1","2002 PAPA JOHNS BLVD","","LOUISVILLE","KY","40299","TRANS PAPA LOGISTICS INC","7243555454","018219","","","","","N","","","","","","N","","","","","","","","2","01576998","06"
"2018104428","05","3","124 REPAIR RD","","DUNCANSVILLE","PA","16635","KEITHS TRUCK SERVICE INC","8146966008","080000","","","","","N","","","","","","N","","","","","","","","1","01177914","08"
"2018104428","02","3","124 REPAIR RD","","DUNCANSVILLE","PA","16635","KEITHS TRUCK SERVICE INC","8146966008","","","","","","N","","","","","","N","","","","","","","","2","01177914","03"
"2018017592","02","8","2233 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO.","4125665214","026000","","","","","N","","","","","","N","","A00976060","","","","","","2","","11"
"2018039729","02","4","279 JEAN DRIVE","","PITTSBURGH","PA","15236","LAWN PATROL INC & RUSSELL DOUG","4129516303","013000","","","","","N","","","","","","N","","","","","","","","2","00000000","03"
"2018073438","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","","","A-00976060","","","","","","1","","15"
"2018041921","","1","3458 MASSILLON RD","","UNIONTOWN","OH","44685","COMDOC","8003211009","024000","","","","","N","","","","","","N","","","","","","","","2","00487227","03"
"2018048124","02","8","600 GRANT ST","","PITTSBURGH","PA","15219","UPMC","4126471439","","","","","","N","","","","","","","","","","","","","","2","99999999","11"
"2018132049","02","1","830 ROUTE 910","","CHESWICK","PA","15024","ABC TRANSIT INCORPORATED","4128289000","009999","","","","","N","","","","","","N","","9999","","","","","","2","00009999","02"
"2018102244","05","1","10943 N. SAM HOUSTON PK","","HOUSTON","TX","77064","NCI GROUP INC","2818977788","000000","","","","","N","","","","","","N","","","","","","","","2","00251898","08"
"2018018254","02","1","14002 EAST 21ST","","TULSA","OK","74134","ENS HOLDING","4126525319","","","","","","N","","","","","","N","","","","","","","","2","02402806","03"
"2018050385","02","1","801 S 29TH ST","","HARRISBURG","PA","17111","VERIZON SERVICES CORP","8558055200","016500","","","","","N","","","","","","N","","","","","","","","3","00274919","03"
"2018074200","05","2","1300 E POLAND AVE","","BESSEMER","PA","16112","MARTIN TRUCKING INC","7246677751","080000","","","","","N","","","","","","N","","","","","","","","1","00088339","08"
"2018074200","05","6","145 N KANSAS STREET","","EDWARDSVILLE","IL","62025","CASSENS TRANSPORT COMPANY","6186552750","080000","","","","","N","","","","","","N","","","","","","","","2","00124358","08"
"2018018871","03","4","108 REEDY MILL RD","","NEW BETHLEHEM","PA","16242","GEORGE TRUCKING INC","7245259220","073200","","","","","N","","","","","","N","","","","","","","","2","00955366","99"
"2018054306","02","8","13845 CLEVELAND RD SW, PATASKA","","PATASKALA","OH","43062","CAVALIER TOURS","7409277956","","","","","","N","","","","","","","","","","","","","","2","00554326","11"
"2018041991","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4122551385","","","","","","N","","","","","","N","","","","","","","","1","","11"
"2018024523","02","7","5331 MCANULTY RD P O BO","","BETHEL PARK","PA","15102","MICHAEL BROTHERS HAULING","4128356428","054990","","","","","N","","","","","","N","","","","","","","","1","02408389","03"
"2018024201","02","1","300 CENTRE POINTE DRIVE","","VIRGINIA BEACH","VA","23462","BUDGET RENTAL TRUCK LLC","7576872000","025950","","","","","N","","","","","","N","","","","","","","","1","01092543","09"
"2018073801","02","1","2024 REVERE DR","","CONNELLSVILLE","PA","15425","GUY PETER CARDARO","7245702146","","","","","","N","","","","","","N","","","","","","","","1","00999999","02"
"2018017461","05","0","6675 LOW STREET","","BLOOMSBURG","PA","17815","METROPOLITAN TRUCKING INC","8009672338","080000","","","","","N","","","","","","N","","","","","","","","1","00039717","04"
"2018042350","02","1","311 CENTER STREET","","MARTINS FERRY","OH","43935","HILL IDEALEASE LLC","7406333011","","","","","","N","","","","","","N","","","","","","","","3","00735267","03"
"2018062545","05","6","438 EAST 2ND ST","","ELDON","MO","65026","S & S AUTO TRANSPORT","5802161988","073000","","","","","N","","","","","","N","","839577","","","","","","3","02434870","08"
"2019007817","02","1","47829 TOMAHAWK DRIVE","","NEGLEY","OH","44441","LISBON RENTAL HOLDINGS LLC","7403123479","020000","","","","","N","","","","","","N","","","","","","","","1","01542010","02"
"2018127015","03","99","6289 GROSBECK CT.","","HOBART","IN","46342","TOWN HOUSE CARRIERS LLC","2193087678","","","","","","N","","","","","","N","","","","","","","","2","02936360","04"
"2018101294","03","0","1300 CRAFTON BLVD","","PITTSBURGH","PA","15205","EABORN TRUCK SERVICE","4129219928","080000","","","","","N","","","","","","N","","A-99853","","","","","","2","00085172","04"
"2018101294","03","0","1300 CRAFTON BLVD","","PITTSBURGH","PA","15205","EABORN TRUCK SERVICE","4129219928","080000","","","","","N","","","","","","N","","601280","","","","","","3","00085172","04"
"2018065417","02","3","238 HUNTING CREEK RD","","CANONSBURG","PA","15317","MICHAEL HIGGINS","9999999999","","","","","","N","","","","","","N","","","","","","","","2","99999999","03"
"2018094410","04","4","8500 FRANKSTOWN RD","","PITTSBURGH","PA","15235","ROAC INC","4127310304","073280","","","","","N","","","","","","N","","A00118733","","","","","","1","01046020","04"
"2018117651","02","4","215 MCKEAN STREET","","PITTSBURGH","PA","15219","ALLEGHENY COUNTY","4123504005","019500","","","","","N","","","","","","N","","","","","","","","2","02317915","03"
"2018035591","02","1","1821 BEAVER AVE","","PITTSBURGH","PA","15233","UNITED PARCEL SERVICES","4127227667","016000","","","","","N","","","","","","N","","","","","","","","3","00021800","99"
"2018086048","02","1","3807 NESSLEY ST.","","MCKEESPORT","PA","15132","AFFORDABLE IRRIGATION","4126785890","016500","","","","","N","","","","","","N","","","","","","","","2","03046067","03"
"2018105943","05","1","30450 TRACY RD","","WALBRIDGE","OH","43465","UNIVAR USA INC","8558888648","","","","","","N","","","","","","N","","","","","","","","2","00028633","08"
"2018068775","03","2","100 GLOBAL VIEW DRIVE","STE 100","WARRENDALE","PA","15086","MR FLUSH LLC APPROVEDTOILET RNTL","8446735874","","","","","","N","","","","","","N","","","","","","","","1","02505332","09"
"2018121043","99","0","3100 INDUSTRIAL PARKWAY","","JEFFERSONVILLE","IN","47130","RYDER TRUCK RENTAL","9999999999","999999","","","","","N","","","","","","N","","","","","","","","1","","08"
"2018091679","02","3","903 GAP NEWPORT PIKE","","AVONDALE","PA","19311","KEANE REFRIGERATOR LOGISTICS DE","9999999999","017950","","","","","N","","","","","","N","","","","","","","","1","99999999","03"
"2018082134","05","0","908 BROADWAY STREET EXT","","MASURY","OH","44438","PI & I MOTOR EXPRESS INC","8003212733","","","","","","N","","","","","","N","","","","","","","","1","00122443","08"
"2018082134","05","0","908 BROADWAY STREET EXT","","MASURY","OH","44438","PI & I MOTOR EXPRESS INC","8003212733","","","","","","","","","","","","","","","","","","","","2","00122443","08"
"2018062535","03","4","1308 MAIN ST","","CRESCENT","PA","15046","IRON CITY EXPRESS","7244572727","073280","","","","","N","","","","","","N","","","","","","","","1","03048989","09"
"2018058432","04","7","121 BRICKYARD RD","","MARS","PA","16046","VOGEL DISPOSAL","7246251511","073280","","","","","N","","","","","","N","","","","","","","","1","00290052","04"
"2018096444","99","0","1821 BEAVER AVE","","PITSBURGH","PA","15233","UNITED PARCEL SERVICE INC","9999999999","023500","","","","","N","","","","","","N","","","","","","","","2","","00"
"2018085612","05","3","337 HARVARD AVE","SUITE # 2","HILL SIDE","NJ","072052004","DADDY & SON TRUCKING","9738050448","080000","","","","","N","","","","","","N","","","","","","","","1","00178521","08"
"2018109555","01","1","2150 ROSWELL DRIVE","","PITTSBURGH","PA","15205","AIRGAS USA LLC","4129283739","032000","","","","","N","","","","","","N","","","","","","","","1","00299712","03"
"2018061344","05","3","411 N. WESTFIELD ST","","FEEDING HILLS","MA","01030","I TRANS AUTO","4136367945","080000","","","","","N","","","","","","N","","","","","","","","1","02425751","08"
"2018068434","02","4","2204 BRIARWOOD DRIVE","","MCKEESPORT","PA","15135","STASH LANDSCAPING","4127510715","017000","","","","","N","","","","","","N","","","","","","","","2","02283651","03"
"2018019652","05","2","4366 MT. PLEASANT ST NW","","NORTH CANTON","OH","44720","KAG LEASING INC","8009695419","078000","8","","","","Y","1","","","","","N","","","","","","","","1","00120699","08"
"2018019652","02","4","P.O. BOX 67676","","HARRISBURG","PA","17106","PA TURNPIKE COMM","7179399551","038000","","","","","N","","","","","","N","","","","","","","","2","","09"
"2018061854","02","0","4236 WALNUT ST","","WALL","PA","15132","M&M AUTO ROADSIDE SERVICE LL","4127515300","031000","","","","","N","","","","","","N","","","","","","","","2","03032036","05"
"2018041530","01","8","301 CHURCH ROAD","","BETHAL PARK","PA","15102","BETHAL PARK SCHOOL DISTRICT","4128548414","","","","","","N","","","","","","N","","","","","","","","2","","11"
"2018119449","99","7","215 MCKEAN STREET","","PITTSBURGH","PA","15219","COUNTY OF ALLEGHENY","9999999999","040780","","","","","N","","","","","","N","","","","","","","","2","","00"
"2018045218","02","8","798 EKASTOWN RD","","SARVER","PA","16055","W L ROENIGK INC","7243531515","033000","","","","","N","","","","","","N","","A110238","","","","","","2","00153855","11"
"2018052832","03","1","307 OATES RD STE H","","MOORESVILLE","NC","28117","MEDALLION TRANSPORT & LOGISTICS","7042350460","080000","","","","","","","","","","","U","","","","","","","","1","00086734","08"
"2018034474","02","1","33025 LA SALLE ST","","CHICAGO","IL","60603","BANC OF AMERICA LEASING & CAPIT","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","99999999","03"
"2018136326","99","99","4001 LEADENHALL RD","","MOUNT LAUREL","NJ","08054","ARI FLEET LT","9999999999","026000","","","","","N","","","","","","N","","","","","","","","2","","02"
"2018087348","02","1","6427 DAHLEM WAY","","PITTSBURGH","PA","15206","VERIZON","4126657004","012300","","","","","","","","","","","N","","","","","","","","1","99999999","03"
"2018087348","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2018113615","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY","4124422000","039440","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2018098061","99","1","ONE WHITNEY DR","","HARMONY","PA","16037","SYSCO FOOD SERV. INC.","7244522100","999999","","","","","N","","","","","","N","","","","","","","","1","99999999","09"
"2018128010","06","0","16650 VINCENNES AVE","","SOUTH HOLLAND","IL","16650","TRUCKS LLC","3124661101","072000","","","","","N","","","","","","N","","879258","","","","","","2","02530313","08"
"2018073976","03","3","1225 WASHINGTON PIKE","","BRIDGEVILLE","PA","150172825","MAXIM CRANE WORKS LP","4125040200","080000","","","","","N","","","","","","N","","","","","","","","1","00034305","06"
"2018079419","05","99","17718 BROADFORDING ROAD","","HAGERSTOWN","MD","21740","WORTHINGTON TRUCK RENTALS","3042798365","080000","","","","","N","","","","","","N","","","","","","","","3","00777396","06"
"2018033740","02","1","395 FEDERAL STREET","","PITTSBURGH","PA","15212","UNITED STATES POSTAL SERVICE","8002758777","","","","","","N","","","","","","","","","","","","","","2","","03"
"2018051283","02","1","1728 US-30","","CLINTON","PA","15026","DIAMOND CARGO EXPRESS","7242270500","026000","","","","","N","","","","","","N","","00121989","","","","","","1","01325605","03"
"2018012167","03","0","28426 KIME HOLDERMAN RD","","CIRCLEVILLE","OH","43113","AMS EXPRESS LLC","8664979316","080000","","","","","N","","","","","","N","","","","","","","","1","01690605","08"
"2018015191","02","1","1ST & HANOVER ST","","MARTINS FERRY","OH","43935","STONEY HOLLOW TIRE","7406355200","023999","","","","","N","","","","","","N","","","","","","","","1","00357136","03"
"2018074872","99","99","123 UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","","1","","08"
"2018053132","99","7","CURRIE ROAD","","PORTERSVILLE","PA","16051","M M LEASING INC","4125927719","","","","","","N","","","","","","N","","","","","","","","2","00026947","05"
"2018046792","06","99","457 DAVIDSON RD","","PITTSBURGH","PA","15239","CALIBER LOGISTICS","7246508005","080000","","","","","N","","","","","","U","","A-8914576","","","","","","1","02274928","04"
"2018021586","02","4","7347 IDLEWILD STREET","","PITTSBURGH","PA","15208","BIG LULU'S TRUCKING","4125202077","","","","","","N","","","","","","N","","","","","","","","1","02788697","05"
"2018099850","02","3","11822 SOUTH AVE","","NORTH LIMA","OH","44452-8557","LINDY PAVING INC","7249865908","025950","","","","","N","","","","","","N","","","","","","","","2","00418111","99"
"2018005946","02","1","2 RUTGERS RD","BUILDING B","CRAFTON","PA","15205","MONTEVERDES INC","4129229200","","","","","","N","","","","","","N","","","","","","","","3","00364385","03"
"2018064949","05","1","67 HOOVER AVE","","DU BOIS","PA","15801","RMP TRANSPORT","8143759700","","","","","","N","","","","","","N","","","","","","","","1","01731565","08"
"2018079759","04","1","4201 GRAND AVE","","PITTSBURGH","PA","15225","ALLEGHENY RECYCLED PRODUCTS","4123316704","080000","","","","","N","","","","","","N","","A-00120163","","","","","","1","00187669","08"
"2018079759","03","3","3507 GRANDE AVE","","PITTSBURGH","PA","15225","T.M.T TRANSPORTATION","4123532531","080000","","","","","N","","","","","","N","","11712","","","","","","3","00869391","06"
"2018004762","05","4","3442 W MAIN STREET","","BELLEVILLE","PA","17004","BORING TRANSPORT INC","7179352427","080000","","","","","N","","","","","","N","","99315","","","","","","2","00149201","06"
"2018036350","02","1","923 5TH AVENUE","","CORAOPOLIS","PA","15108","ANTHONY'S ORIGINAL INC","4122645885","025500","","","","","N","","","","","","N","","","","","","","","1","02369287","02"
"2018084077","02","1","173 THORN HILL DRIVE","","WARRENDALE","PA","15086","PARAGON WHOLESALE FOODS","4254687400","","","","","","N","","","","","","N","","","","","","","","2","00435939","03"
"2018012107","03","3","2700 COMMERCE CIRCLE","","TRAFFORD","PA","15085","OHIO VALLEY DRYWALL SUPPLY","4126461936","073280","","","","","N","","","","","","N","","","","","","","","2","02581263","04"
"2018120668","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15222","PORT AUTHORITY OF ALLEGHENY","4122551385","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2018120668","02","1","1559 BOYD RD","","COLLIERS","WV","260351630","K L D TRANSPORTATION LLC","3049199249","","","","","","N","","","","","","N","","","","","","","","2","02988914","03"
"2018012021","02","8","9 CRESCENT ST","","PITTSBURGH","PA","15223","ALLEGHANY TRANSPORTATION SERVICE","4122922301","031000","","","","","N","","","","","","N","","6411342","","","","","","2","00531808","11"
"2018096519","05","2","1405 BREWERTON RD.","","SYRACUSE","NY","13208","SOLVENTS & PETROLEUM SERVICES","3154544467","080000","3","","","","Y","2","","","","","N","","","","","","","","1","00184046","08"
"2018048209","99","2","200 SPEERS ROAD","","BELLE VERNON","PA","15012","SOURCE ONE TRANS","8773702119","000099","3","","","","Y","1","","","","","N","","A-00117576","","","","","","1","00930620","08"
"2018075815","02","1","1150 SECOND AVENUE","","NEW KENSIGTON","PA","15068","UNIFIRST CORP","7243391077","017000","","","","","N","","","","","","N","","","","","","","","1","00063904","03"
"2018062939","05","1","UNKNOWN","","UNK","ZZ","99999","UNKNOWN","9999999999","","","","","","","","","","","","","","","","","","","","2","99999999","08"
"2018060528","03","99","825 HWY 33","","FREEHOLD","NJ","07728","FCI LEASING CO.","7324621001","080000","","","","","N","","","","","","N","","","","","","","","2","00190713","99"
"2018063817","02","6","1351 SPEERS  ROAD","","OAKVILLE","ON","99999","TANDENT NATIONALEASE","9999999999","","","","","","N","","","","","","N","","","","","","","","2","99999999","08"
"2018015186","02","3","102 SHADY LANE","","OAKDALE","PA","15071","BIBERS GARAGE","7246939421","","","","","","","","","","","","N","","","","","","","","1","99999999","03"
"2018059242","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2018072187","02","1","45352 ST RT 558","","NEW WATERFORD","OH","44445","RICK STYEN","3308316249","033000","","","","","N","","","","","","N","","","","","","","","1","00063391","03"
"2018034519","03","4","1690 WINDOVER AVE","","ELLWOOD CITY","PA","16117","A R OLIASTRO INC","7245619031","038000","","","","","N","","","","","","N","","A00108557","","","","","","1","","05"
"2018012744","05","4","375 NORTH SHORE DRIVE","","PITTSBURGH","PA","15212","PEOPLES NATURAL GAS COMPANY LLC","8007640111","058400","","","","","N","","","","","","N","","","","","","","","1","00216624","04"
"2018083420","02","4","EQUIPMENT LEASING AUTHORITY","","PITTSBURGH","PA","15219","CITY OF PITTSBURGH","4122558850","","","","","","N","","","","","","N","","","","","","","","2","","03"
"2018021749","03","7","22 S GRANDVIEW AVE","","PGH","PA","15205","SWI DEBRIS REMOVAL SERVICE LLC","4124581066","","","","","","N","","","","","","N","","","","","","","","3","02589632","99"
"2018061930","02","1","4427 INLAND AVE","","WEST MIFFLIN","PA","15122","MAHONE TITE","4125122613","","","","","","N","","","","","","N","","","","","","","","2","99999999","03"
"2018100471","03","4","1605 FRANKSTOWN ROAD","","SUMMERHILL","PA","15958","BEYER TRUCKING & EXCAVATING LLC","8142421267","073280","","","","","N","","","","","","N","","A-8910302","","","","","","2","01308679","04"
"2018053478","05","3","6629 ROUTE 22","","DELMONT","PA","15626","KIRK TRUCKING SERVICE","7244688100","080000","","","","","N","","","","","","N","","A00101510","","","","","","1","00088322","06"
"2018060464","02","3","220 S JACKSON ST","","EVANS CITY","PA","16033","E C AUTO SALES INC","7245384159","012500","","","","","","","","","","","","","","","","","","","1","01160161","03"
"2018060464","03","3","110 NICHOL AVE","","MCKEES ROCKS","PA","15136","BUTLER GAS PRODUCTS COMPANY","4127717660","058000","2","","","","Y","1","","","","","N","","","","","","","","2","00147351","04"
"2018076970","02","1","55 GLENLAKE PARKWAY, NE","","ATLANTA","GA","30328","UNITED PARCEL SERVICE, INC","7158455211","","","","","","N","","","","","","N","","","","","","","","2","00021800","03"
"2018126951","02","3","951 KILLARNEY DRIVE, RE","","PITTSBURGH","PA","15234","STEEL CITY COLLISION","4128851012","019500","","","","","N","","","","","","N","","","","","","","","2","01986916","99"
"2018054967","02","8","154 SANDY CREEK RD","","VERONA","PA","15147","A-1 VAN SERVICE INC.","4127816171","018000","","","","","N","","","","","","N","","","","","","","","2","99999999","11"
"2018087958","03","99","459 DAVIDSON RD","","PITTSBURGH","PA","15239","A LIBERONI INC","4127983098","080000","","","","","N","","","","","","N","","","","","","","","1","02125274","09"
"2018093170","02","8","110 LENZNER COURT","","SEWICKLEY","PA","15143","DBA LENZNER COACH LINES","8003422349","","","","","","N","","","","","","N","","A-00112590","","","","","","1","00583785","11"
"2018032432","02","3","1112 AURORA","","SOUTH PARK","PA","15129","MICHELLE ENGBERG","9999999999","011000","","","","","N","","","","","","N","","","","","","","","1","99999999","03"
"2018085683","99","99","414 AVELLA RD; PO BOX 14","","HICKORY","PA","15340","TURNING POINT SERVICES INC","9999999999","013200","","","","","N","","","","","","N","","","","","","","","2","","99"
