"CRN","AGE","AIRBAG1","AIRBAG2","AIRBAG3","AIRBAG4","AIRBAG_PADS","DVR_LIC_STATE","DVR_PED_CONDITION","EJECTION_IND","EJECT_PATH_CD","EXTRIC_IND","INJ_SEVERITY","NON_MOTORIST","PERSON_NUM","PERSON_TYPE","RESTRAINT_HELMET","SEAT_POSITION","SEX","TRANSPORTED","TRANSPORTED_BY","UNIT_NUM","VULNERABLE_ROAD_USER"
"2010055862","56","M","","","","8.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","F","N","","1","0"
"2010055862","56","M","","","","8.0","PA","0.0","","","","8.0","0","2","2.0","3.0","","F","N","","1","0"
"2010055862","64","M","","","","8.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","F","N","","2","0"
"2010055862","9","","","","","0.0","PA","0.0","","","","0.0","0","2","2.0","3.0","","M","N","","2","0"
"2010055862","3","","","","","0.0","PA","0.0","","","","0.0","0","3","2.0","24.0","","M","N","","2","0"
"2010033341","32","","","","","9.0","PA","0.0","","","","0.0","0","1","1.0","3.0","","M","N","","1","0"
"2010033341","1","","","","","0.0","PA","0.0","","","","0.0","0","2","2.0","24.0","","M","","","1","0"
"2010033341","42","","","","","5.0","PA","0.0","","","","4.0","0","1","1.0","5.0","","M","Y","","2","0"
"2010107034","22","","","","","99.0","PA","0.0","","","","0.0","0","1","1.0","99.0","","F","","","1","0"
"2010107034","71","","","","","0.0","","0.0","","","","8.0","1","1","7.0","0.0","","F","","","2","1"
"2010083652","17","","","","","0.0","PA","0.0","","","","0.0","0","1","1.0","99.0","","M","N","","1","0"
"2010083652","19","","","","","0.0","PA","0.0","","","","0.0","0","1","1.0","99.0","","M","N","","2","0"
"2010006459","35","","","","","0.0","PA","1.0","","","","8.0","0","1","1.0","3.0","","M","Y","","1","0"
"2010009407","21","02","","","","8.0","PA","0.0","","","","0.0","0","1","1.0","99.0","","M","N","","1","0"
"2010009407","19","02","","","","8.0","PA","0.0","","","","9.0","0","2","2.0","99.0","","F","N","","1","0"
"2010009407","31","02","","","","8.0","PA","0.0","","","","4.0","0","1","1.0","99.0","","M","Y","","2","0"
"2010091705","21","","","","","99.0","AL","0.0","","","","0.0","0","1","1.0","99.0","","M","N","","1","0"
"2010091705","59","","","","","99.0","PA","0.0","","","","8.0","0","1","1.0","99.0","","F","N","","2","0"
"2010120526","39","","","","","9.0","MI","0.0","","","","0.0","0","1","1.0","3.0","","F","N","","1","0"
"2010024368","20","M","","","","8.0","PA","1.0","","","","0.0","0","1","1.0","0.0","","M","N","","1","0"
"2010040697","28","M","","","","8.0","PA","0.0","","","","0.0","0","1","1.0","0.0","","F","Y","","1","0"
"2010040697","17","M","","","","8.0","PA","0.0","","","","4.0","0","2","2.0","3.0","","F","Y","","1","0"
