"CRN","AGE","AIRBAG1","AIRBAG2","AIRBAG3","AIRBAG4","AIRBAG_PADS","DVR_LIC_STATE","DVR_PED_CONDITION","EJECTION_IND","EJECT_PATH_CD","EXTRIC_IND","INJ_SEVERITY","NON_MOTORIST","PERSON_NUM","PERSON_TYPE","RESTRAINT_HELMET","SEAT_POSITION","SEX","TRANSPORTED","TRANSPORTED_BY","UNIT_NUM","VULNERABLE_ROAD_USER"
"2019068378","32","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","","1","0"
"2019068378","3","","","","","0.0","PA","0.0","0","0","0","0.0","0","2","2.0","22.0","04","F","N","","1","0"
"2019001235","36","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019001235","68","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","","2","0"
"2019002101","26","","","","","99.0","PA","5.0","1","0","1","0.0","0","1","1.0","1.0","01","F","R","","1","0"
"2019002191","21","","","","","0.0","PA","0.0","0","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019002191","21","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","","","2","0"
"2019002191","55","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","3","0"
"2019002191","55","","","","","0.0","PA","0.0","1","0","1","0.0","0","2","2.0","3.0","03","F","N","","3","0"
"2019002191","21","","","","","0.0","PA","0.0","1","0","1","0.0","0","3","2.0","3.0","06","M","N","","3","0"
"2019072032","29","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019072032","34","","","","","0.0","PA","0.0","1","0","1","0.0","0","2","1.0","3.0","01","M","N","","2","0"
"2019072032","39","","","","","0.0","PA","0.0","1","0","1","0.0","0","3","1.0","3.0","01","M","N","","3","0"
"2019070454","19","","","","","9.0","MA","0.0","0","0","2","3.0","0","1","1.0","3.0","01","F","Y","","1","0"
"2019070805","31","","","","","99.0","PA","0.0","0","0","0","3.0","0","1","1.0","99.0","01","M","Y","","1","0"
"2019070805","65","M","","","","8.0","PA","0.0","1","0","1","0.0","0","2","1.0","3.0","01","F","Y","","2","0"
"2019069138","34","M","","","","8.0","PA","9.0","1","0","1","3.0","0","1","1.0","99.0","01","M","Y","","1","0"
"2019069138","50","M","","","","8.0","PA","0.0","1","0","1","0.0","0","1","1.0","99.0","01","M","N","","2","0"
"2019003068","71","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","N","","1","0"
"2019003068","32","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","N","","2","0"
"2019003068","86","","","","","9.0","PA","0.0","1","0","1","4.0","0","2","2.0","3.0","03","M","Y","","1","0"
"2019003068","2","","","","","9.0","PA","0.0","1","0","1","0.0","0","2","2.0","22.0","06","M","N","","2","0"
"2019003485","29","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","Y","","1","0"
"2019003485","39","","","","","0.0","PA","0.0","0","0","0","0.0","0","2","1.0","3.0","01","M","N","","2","0"
"2019003485","50","","","","","0.0","PA","9.0","0","0","0","0.0","0","3","1.0","0.0","01","F","N","","3","0"
"2019002352","25","M","","","","8.0","PA","5.0","1","0","3","3.0","0","1","1.0","3.0","01","F","Y","","1","0"
"2019019851","76","","","","","0.0","PA","0.0","0","0","0","4.0","0","1","1.0","3.0","01","F","Y","","1","0"
"2019070836","23","01","","","","8.0","PA","0.0","0","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019069402","25","","","","","0.0","GA","","1","0","1","3.0","0","1","1.0","99.0","01","M","Y","","1","0"
"2019069402","39","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","2","0"
"2019024835","40","M","","","","8.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019016610","28","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","","","1","0"
"2019000857","99","02","","","","8.0","ZZ","9.0","9","9","9","9.0","0","1","1.0","99.0","01","U","N","","1","0"
"2019000857","28","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","N","","2","0"
"2019000857","34","02","","","","8.0","PA","0.0","1","0","1","8.0","0","1","1.0","3.0","01","M","Y","","3","0"
"2019016376","41","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","N","","1","0"
"2019021511","55","","","","","9.0","PA","0.0","1","0","1","9.0","0","1","1.0","3.0","01","F","N","","1","0"
"2019021511","32","","","","","9.0","PA","0.0","1","0","1","0.0","0","2","2.0","3.0","03","M","N","","1","0"
"2019021511","36","","","","","9.0","PA","0.0","1","0","1","0.0","0","3","1.0","3.0","03","M","N","","2","0"
"2019070207","37","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","N","","1","0"
"2019070207","3","","","","","9.0","PA","0.0","1","0","1","0.0","0","2","2.0","3.0","03","M","N","","1","0"
"2019070207","14","","","","","9.0","PA","0.0","1","0","1","0.0","0","3","2.0","3.0","04","F","N","","1","0"
"2019070207","6","","","","","9.0","PA","0.0","1","0","1","0.0","0","4","2.0","3.0","07","F","N","","1","0"
"2019070207","7","","","","","9.0","PA","0.0","1","0","1","0.0","0","5","2.0","3.0","06","F","N","","1","0"
"2019070207","7","","","","","9.0","PA","0.0","1","0","1","0.0","0","6","2.0","3.0","09","M","N","","1","0"
"2019067816","27","02","","","","8.0","PA","0.0","0","0","0","4.0","0","1","1.0","3.0","01","M","Y","","1","0"
"2019070990","25","02","","","","8.0","PA","0.0","1","0","0","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019071441","58","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019071441","55","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","2","0"
"2019071441","58","","","","","0.0","PA","0.0","1","0","0","0.0","0","2","2.0","3.0","03","F","N","","1","0"
"2019071683","99","","","","","99.0","","","1","0","0","9.0","0","1","1.0","99.0","01","U","","","1","0"
"2019003537","62","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019003537","25","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","2","0"
"2019070523","31","","","","","0.0","PA","0.0","1","0","1","3.0","0","1","1.0","3.0","01","F","Y","","1","0"
"2019070523","36","","","","","99.0","PA","9.0","0","0","0","9.0","0","1","1.0","99.0","01","M","Y","","2","0"
"2019070678","99","M","","","","8.0","","","9","9","0","9.0","0","1","1.0","99.0","01","M","","","2","0"
"2019070820","27","04","","","","8.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019070820","33","","","","","9.0","PA","0.0","1","0","1","0.0","0","2","1.0","3.0","01","F","N","","2","0"
"2019070820","17","","","","","9.0","PA","0.0","1","0","1","0.0","0","3","2.0","3.0","03","F","N","","2","0"
"2019066318","33","","","","","0.0","PA","0.0","0","0","0","4.0","0","1","1.0","1.0","01","F","Y","","1","0"
"2019066318","34","","","","","0.0","PA","0.0","0","0","0","0.0","0","2","2.0","0.0","03","M","N","","1","0"
"2019066318","1","","","","","0.0","PA","0.0","0","0","0","0.0","0","3","2.0","21.0","04","F","N","","1","0"
"2019066318","4","","","","","0.0","PA","0.0","0","0","0","0.0","0","4","2.0","21.0","06","M","N","","1","0"
"2019066318","30","","","","","0.0","PA","0.0","0","0","0","0.0","0","5","1.0","1.0","01","M","","","2","0"
"2019066318","55","","","","","0.0","","","0","0","0","0.0","0","6","2.0","0.0","98","M","N","","3","0"
"2019066445","47","02","","","","8.0","PA","1.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","","1","0"
"2019002455","51","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019019617","43","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","","1","0"
"2019069556","26","02","","","","8.0","PA","1.0","1","0","1","3.0","0","1","1.0","99.0","01","M","Y","","1","0"
"2019065454","21","","","","","19.0","PA","0.0","0","0","0","0.0","0","1","1.0","98.0","01","M","","","1","0"
"2019065454","22","02","","","","8.0","PA","0.0","0","0","0","0.0","0","2","1.0","99.0","01","M","","","2","0"
"2019065454","32","","","","","99.0","PA","0.0","0","0","0","0.0","0","3","2.0","99.0","03","M","N","","1","0"
"2019065454","18","","","","","99.0","PA","0.0","0","0","0","0.0","0","4","2.0","99.0","05","F","N","","1","0"
"2019070794","42","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019071137","72","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","N","","1","0"
"2019071137","50","","","","","5.0","PA","0.0","0","0","0","3.0","0","1","1.0","5.0","01","M","N","","2","0"
"2019071137","7","","","","","0.0","PA","0.0","1","0","1","0.0","0","2","2.0","3.0","04","M","N","","1","0"
"2019069340","17","","","","","0.0","PA","0.0","0","0","0","2.0","0","1","1.0","0.0","01","M","Y","","1","0"
"2019069340","28","","","","","0.0","PA","0.0","0","0","1","0.0","0","1","1.0","3.0","01","F","N","","2","0"
"2019069340","19","","","","","0.0","PA","0.0","0","0","0","3.0","0","2","2.0","0.0","03","F","Y","","1","0"
"2019069340","71","","","","","0.0","PA","0.0","0","0","0","3.0","0","2","2.0","98.0","15","F","Y","","2","0"
"2019001796","18","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019001796","25","04","","","","8.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","2","0"
"2019001796","99","","","","","9.0","PA","0.0","1","0","1","0.0","0","2","2.0","3.0","03","M","N","","1","0"
"2019001796","26","03","","","","8.0","PA","0.0","1","0","1","0.0","0","2","2.0","2.0","03","M","N","","2","0"
"2019001796","23","03","","","","8.0","PA","0.0","1","0","1","4.0","0","3","2.0","3.0","06","M","N","","2","0"
"2019001967","72","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","99.0","01","F","N","","1","0"
"2019001967","25","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","99.0","01","M","N","","2","0"
"2019014991","22","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","1.0","01","M","","","1","0"
"2019069186","63","","","","","99.0","PA","0.0","0","0","0","0.0","0","1","1.0","99.0","01","M","N","","1","0"
"2019069186","61","","","","","99.0","PA","0.0","0","0","0","0.0","0","1","1.0","1.0","01","M","N","","2","0"
"2019071364","19","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019071364","22","","","","","0.0","WV","0.0","1","0","1","0.0","0","2","1.0","3.0","01","F","N","","2","0"
"2019002397","71","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019072010","40","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019072010","58","","","","","9.0","PA","0.0","1","0","0","0.0","0","2","1.0","3.0","01","M","N","","2","0"
"2019072620","52","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","N","","1","0"
"2019072620","35","02","","","","8.0","PA","0.0","1","0","1","3.0","0","2","1.0","3.0","01","M","N","","2","0"
"2019072620","39","","","","","9.0","PA","0.0","1","0","1","0.0","0","3","1.0","3.0","03","F","N","","3","0"
"2019072620","63","","","","","9.0","PA","0.0","1","0","1","0.0","0","4","2.0","3.0","03","F","N","","3","0"
"2019072620","4","","","","","9.0","PA","0.0","1","0","1","0.0","0","5","2.0","22.0","04","M","N","","3","0"
"2019072620","7","","","","","9.0","PA","0.0","1","0","1","0.0","0","6","2.0","3.0","06","F","N","","3","0"
"2019072620","49","","","","","9.0","PA","0.0","1","0","1","0.0","0","7","1.0","3.0","01","M","N","","4","0"
"2019067423","44","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","1.0","01","M","N","","1","0"
"2019067423","28","","","","","0.0","CA","0.0","0","0","0","0.0","0","1","1.0","1.0","01","M","N","","2","0"
"2019067423","55","","","","","0.0","CA","0.0","0","0","0","0.0","0","2","2.0","1.0","03","M","N","","2","0"
"2019067423","63","","","","","0.0","CA","0.0","0","0","0","0.0","0","3","2.0","1.0","04","F","N","","2","0"
"2019067423","81","","","","","0.0","CA","0.0","0","0","0","0.0","0","4","2.0","1.0","05","F","N","","2","0"
"2019067423","56","","","","","0.0","CA","0.0","0","0","0","0.0","0","5","2.0","1.0","06","F","","","2","0"
"2019003016","31","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","","","1","0"
"2019003016","57","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","N","","2","0"
"2019003016","56","","","","","0.0","PA","0.0","1","0","1","0.0","0","2","2.0","3.0","03","F","N","","1","0"
"2019003080","86","","","","","99.0","PA","0.0","0","0","0","0.0","0","1","1.0","99.0","01","M","","","1","0"
"2019015373","30","","","","","0.0","MA","1.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019016812","66","","","","","9.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019069868","20","M","","","","8.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019069868","31","M","","","","8.0","PA","0.0","1","0","1","0.0","0","2","1.0","3.0","01","M","N","","2","0"
"2019069868","27","M","","","","8.0","PA","0.0","1","0","1","0.0","0","3","2.0","3.0","03","F","N","","2","0"
"2019003302","31","M","","","","8.0","PA","0.0","0","0","0","0.0","0","1","1.0","1.0","01","M","N","","1","0"
"2019003302","34","M","","","","8.0","PA","0.0","0","0","0","0.0","0","2","2.0","0.0","06","F","N","","1","0"
"2019003486","61","02","","","","8.0","PA","1.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019003486","37","","","","","0.0","OH","0.0","1","0","1","0.0","0","2","1.0","3.0","01","M","N","","2","0"
"2019002192","23","","","","","99.0","PA","0.0","1","0","1","0.0","0","1","1.0","99.0","01","M","N","","1","0"
"2019002192","57","","","","","99.0","PA","0.0","1","0","1","0.0","0","1","1.0","1.0","01","F","N","","2","0"
"2019000483","37","","","","","0.0","PA","0.0","0","0","0","3.0","0","1","1.0","1.0","01","M","Y","","1","0"
"2019000483","39","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","","2","0"
"2019002426","99","","","","","0.0","","9.0","9","9","0","9.0","0","1","1.0","99.0","01","U","","","1","0"
"2019025233","45","M","","","","8.0","PA","5.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019025233","53","M","","","","8.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","","2","0"
"2019025233","49","M","","","","8.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","","3","0"
"2019025245","28","M","","","","8.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","Y","","1","0"
"2019070795","54","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","N","","1","0"
"2019070795","59","","","","","0.0","PA","0.0","1","0","1","0.0","0","2","1.0","3.0","01","M","N","","2","0"
"2019070807","32","","","","","9.0","PA","1.0","1","0","1","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019003195","24","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","F","N","","1","0"
"2019003195","24","","","","","9.0","PA","0.0","1","0","1","0.0","0","2","1.0","3.0","01","F","N","","2","0"
"2019003195","24","","","","","9.0","PA","0.0","1","0","1","0.0","0","3","2.0","3.0","03","F","N","","1","0"
"2019019608","53","","","","","0.0","PA","0.0","1","0","1","0.0","0","1","1.0","0.0","01","F","N","","1","0"
"2019019608","48","","","","","0.0","","0.0","0","0","0","3.0","1","1","7.0","0.0","00","M","Y","","2","1"
"2019072285","32","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019069525","45","","","","","5.0","PA","0.0","0","0","0","2.0","0","1","1.0","0.0","01","M","Y","","1","0"
"2019069525","70","","","","","0.0","PA","0.0","1","0","1","0.0","0","2","1.0","3.0","01","M","N","","2","0"
"2019024552","47","","","","","0.0","PA","2.0","1","0","1","3.0","0","1","1.0","99.0","01","F","Y","","1","0"
"2019015369","29","02","","","","8.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019015369","31","M","","","","8.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","","2","0"
"2019024657","32","","","","","0.0","PA","0.0","0","0","0","0.0","0","1","1.0","3.0","01","F","N","","1","0"
"2019024657","64","","","","","0.0","PA","0.0","0","0","0","4.0","0","1","1.0","3.0","01","F","N","","2","0"
"2019024657","32","","","","","0.0","PA","0.0","0","0","0","0.0","0","2","2.0","3.0","03","M","N","","1","0"
"2019016492","92","02","","","","8.0","PA","0.0","1","0","1","4.0","0","1","1.0","3.0","01","M","N","","1","0"
"2019016492","22","M","","","","8.0","PA","0.0","1","0","1","0.0","0","2","1.0","3.0","01","F","N","","2","0"
"2019016492","31","M","","","","8.0","MD","0.0","1","0","1","0.0","0","3","1.0","3.0","01","F","N","","3","0"
"2019016492","40","M","","","","8.0","MD","0.0","1","0","1","0.0","0","4","2.0","3.0","03","M","N","","3","0"
"2019016492","33","","","","","0.0","MD","0.0","1","0","1","0.0","0","5","2.0","0.0","11","M","N","","3","0"
"2019025240","27","","","","","0.0","PA","9.0","0","0","0","9.0","0","1","1.0","3.0","01","M","R","","1","0"
"2019071346","17","02","","","","8.0","PA","0.0","0","0","0","8.0","0","1","1.0","99.0","01","M","Y","","1","0"
"2019071346","20","02","","","","8.0","PA","0.0","0","0","0","8.0","0","1","1.0","99.0","01","F","Y","","2","0"
"2019071346","55","02","","","","8.0","PA","0.0","0","0","0","8.0","0","1","1.0","99.0","01","F","Y","","3","0"
"2019071346","21","02","","","","8.0","PA","0.0","0","0","0","0.0","0","2","2.0","99.0","03","M","Y","","3","0"
"2019003099","37","","","","","9.0","PA","0.0","1","0","1","0.0","0","1","1.0","3.0","01","M","Y","","1","0"
