"CRN","AXLE_CNT","CARGO_BD_TYPE","CARRIER_ADDR_1","CARRIER_ADDR_2","CARRIER_ADDR_CITY","CARRIER_ADDR_STATE","CARRIER_ADDR_ZIP","CARRIER_NM","CARRIER_TEL","GVWR","HAZMAT_CD1","HAZMAT_CD2","HAZMAT_CD3","HAZMAT_CD4","HAZMAT_IND","HAZMAT_REL_IND1","HAZMAT_REL_IND2","HAZMAT_REL_IND3","HAZMAT_REL_IND4","ICC_NUM","OSIZE_LOAD_IND","PERMITTED","PUC_NUM","SPECIAL_SIZING1","SPECIAL_SIZING2","SPECIAL_SIZING3","SPECIAL_SIZING4","TYPE_OF_CARRIER","UNIT_NUM","USDOT_NUM","VEH_CONFIG_CD"
"2019122004","02","0","1115 E HIGH STREET","","WAYNESBURG","PA","15370","STUCK ENTERPRISES INC.","7246273757","058000","","","","","N","","","","","","Y","","","","","","","","2","00384850","08"
"2019026844","02","8","9 CRESCENT ST","","PITTSBURGH","PA","15223","AKS INCORPORATED","4127818981","999999","","","","","N","","","","","","N","","","","","","","","2","","11"
"2019012314","04","8","345 6TH AVENUE","","PITTSBURGH","PA","15222","PORT AUTHORITY","4124422000","999999","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2019005809","02","0","P.O. BOX 739","","MEADOW LANDS","PA","153470739","MT LEBANON PLUMBING & HEATING IN","7247459620","","","","","","N","","","","","","N","","UNKNOWN","","","","","","1","","05"
"2019067647","02","2","4687 FAIRVIEW DR","P O BOX 453","MURRAYSVILLE","PA","15668","D PIERCE TRANSPORTATION","7173482222","200341","","","","","N","","","","","","N","","107772","","","","","","1","00034986","08"
"2019033331","05","3","2876 STATE ROUTE 286","","SALTSBURG","PA","15681","COORDINATORS INC","4123897193","080000","","","","","N","","","","","","N","","","","","","","","1","00058886","08"
"2019092813","03","3","522 196TH DRIVE NW","","ELK RIVER","MN","55330","ROOSTER TRAILER RENTAL INC.","6055206949","080000","","","","","N","","","","","","N","","","","","","","","5","01490274","08"
"2019084109","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2019039066","02","1","21260 PERRY HWY","","CRANBERRY TWP","PA","16066","PENN POWER GROUP LLC","7246311234","012500","","","","","N","","","","","","N","","","","","","","","1","00702911","03"
"2019042820","03","4","82 LUKE LN","","DELBARTON","WV","25670","DAVIS CONTRACTING & EXCAVATING","3044758302","036000","","","","","N","","","","","","N","","","","","","","","1","01471953","04"
"2019087497","05","1","4000 ORANGE AVE","","CLEVELAND","OH","44115","ECONOMY PRODUCE","2164312800","","","","","","N","","","","","","N","","","","","","","","1","00482246","08"
"2019035674","03","5","109 DARK HOLLOW ROAD","","OAKMONT","PA","15139","FOLINO CONSTRUCTION","4128208200","073280","","","","","N","","","","","","N","","","","","","","","1","01413297","04"
"2019062227","03","2","300 GALLERIA PKWY SE ST","","ATLANTA","GA","30339","HIGHWAY TRANSPORT","8335495643","080000","","","","","N","","","","","","N","","","","","","","","1","00041216","08"
"2019062227","03","1","50 TATRA CRES","","BRAMPTON","ON","L3T1A1","FREIGHTX","9054535353","080000","","","","","N","","","","","","N","","","","","","","","2","03221753","08"
"2019017522","06","1","537 FRYS VALLEY RD SE","","GNADENHUTTEN","OH","44629","STOCKER TRUCKING CO.","7402544083","","","","","","N","","","","","","N","","138021","","","","","","2","00350147","04"
"2019135237","04","99","7224 S CENTRAL AVE","","BEDFORD PARK","IL","60638","WABASH","7087280832","073000","","","","","N","","","","","","N","","","","","","","","2","00375784","08"
"2019008300","05","3","198 STATES LN","","PORTAGE","PA","15946","REAL TRUCKS","8145053253","","","","","","N","","","","","","N","","","","","","","","1","00063421","06"
"2019080148","03","3","417 BROADWAY","","PITCAIRN","PA","15140-1426","MAGILL CO FREIGHT LINES INC","4123732098","060000","","","","","N","","","","","","N","","","","","","","","1","00705320","09"
"2019094620","03","8","32 NORTH POPLAR DR","","CLINTON","PA","15026","MONARK STUDENT TRANSPORTATION","7246954000","999999","","","","","N","","","","","","","","","","","","","","1","","11"
"2019033999","02","1","6640 FRANKSTOWN AVE","","PIITSBURGH","PA","15206","ARAMARK UNIFORM AND CAREER","4127602149","999999","","","","","N","","","","","","N","","","","","","","","2","","99"
"2019025535","05","1","1101 NATHAN RD SW","","ARAB","AL","35016","ARAB CARTAGE & EXPRESS CO","2565863018","080000","","","","","N","","","","","","N","","","","","","","","2","00188223","08"
"2020005253","99","99","UNKNOWN","","UNKNOWN","IL","99999","AMERICAN FLAG EXPRESS","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","03022904","99"
"2019054030","99","7","PO BOX 355","","CHESTER","PA","26034","N C SANITION","9999999999","999999","","","","","N","","","","","","N","","","","","","","","1","","09"
"2019119725","03","4","402 SAMPSON ST","NEW CASTLE","NEW CASTLE","PA","16101","CASTLE ASPHALT & CONSTRUCTION LL","7242655182","999999","","","","","N","","","","","","N","","","","","","","","1","02064170","08"
"2019080863","02","1","17TH AND ARSENAL","","HARRISBURGH","PA","17120","PENNDOT","4127813260","013000","","","","","N","","","","","","N","","","","","","","","2","","09"
"2019093552","04","8","345 SIXTH AVE","","PITTSBURGH","PA","15222","ALLEGHENY COUNTY PORT AUTHORITY","4124422000","999999","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2019125409","03","0","8400 49TH ST. #1206","","PINELLAS PARK","FL","33781","DRAZEN TRANSPORTATION","9045865080","080000","","","","","N","","","","","","N","","0281380441","","","","","","2","02573210","08"
"2019107928","02","4","3812 WILLIAM FLYNN HWY BLDG 14","","ALLISON PARK","PA","15101","COLLEGE H.U.N.K.S. MOVING","7243556778","014500","","","","","N","","","","","","N","","","","","","","","1","","03"
"2019067423","05","1","420 CONSTITUTION BLVD","","NEW BRIGHTON","PA","15065","TRANSPORT INC J P GRAHAM","7248465900","080000","","","","","N","","","","","","N","","085178IX","","","","","","1","00504403","08"
"2019064811","03","1","484 BRIDGE PORT AVE","","SHELTON","CT","06484","M&M TRANSPORT LLC","2075497541","080000","","","","","N","","","","","","N","","","","","","","","2","02627415","08"
"2019029996","04","4","100 SIMMONS ROAD","","MCMURRAY","PA","153173627","CASILLI CORPORATION","4127372561","073280","","","","","N","","","","","","N","","","","","","","","1","02407531","04"
"2019046249","02","1","4000 CLINE AVE","","EAST CHICAGO","IN","46312","PENSKE RENTALS","8448479517","013750","","","","","N","","","","","","N","","","","","","","","1","00327574","03"
"2019012459","05","1","3910 OXFORD ROAD","","GETTYSBURG","PA","17325","HILLENDALE GETTYSBURG LP","9999999999","080000","","","","","N","","","","","","N","","","","","","","","2","00260558","08"
"2019053719","02","1","141 AMSTERDAM RD","","GROVE CITY","PA","16127","SEIVERS CONCESSIONS","7247484788","019500","","","","","N","","","","","","N","","","","","","","","1","01941715","03"
"2019060921","03","0","RUE DE L'HORIZON","","ROUGEMONT","QC","J0L1M0","ROBERT TRANSPORT","5145211011","058000","","","","","N","","","","","","N","","","","","","","","2","00148817","08"
"2019048855","02","0","161 PLAIN GROVE RD","","SLIPPERY ROCK","PA","16057","SHIELDS ASPHALT PAVING","7244433294","010000","","","","","N","","","","","","N","","","","","","","","2","01895370","06"
"2019112863","01","1","1821 BEAVER AVENUE","","PITTSBURGH","PA","15233","UNITED PARCEL SERVICE","8007425877","016000","","","","","N","","","","","","N","","99999","","","","","","2","00021800","05"
"2019054795","03","8","200 HAHN RD","","PITTSBURGH","PA","15209","FIRST STUDENT INC","4128210300","","","","","","N","","","","","","N","","","","","","","","1","00354406","11"
"2019125576","04","6","322 MALL BLVD","STE 230","MONROEVILLE","PA","15146","XPERT TRANSPORT LLC","4127575187","013025","","","","","N","","","","","","N","","","","","","","","1","03150227","09"
"2019038402","05","0","4200 INDUSTRIAL BLVD","","ALIQUIPPA","PA","15001","PGT TRUCKING INC","7247283500","080000","","","","","N","","","","","","N","","","","","","","","1","00192897","08"
"2019120153","03","1","1 DORRINGTON RD","","CARNEGIE","PA","15106","DISTRIBUTOR SERVICE INC","8007451778","052000","","","","","N","","","","","","N","","","","","","","","1","00085016","04"
"2019069525","03","99","20886 ROUTE 19","","CRANBERRY TWP","PA","16066","DAVES TRI-STATE TRUCK SERVICE","7244528631","014000","","","","","N","","","","","","N","","","","","","","","2","01797326","04"
"2019125921","03","2","1807 SHENANGO ROAD","","NEW GALILEE","PA","16141","LINDY PAVING","7246836650","033000","","","","","N","","","","","","N","","","","","","","","1","","04"
"2019055159","02","8","UNKNOWN","","PITTSBURGH","PA","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","","","","","","","","","1","","11"
"2019031239","05","3","PO BOX 641","","LANSING","IA","52151","MATTHEW RETHWISCH","5638804730","999999","","","","","N","","","","","","N","","MC703181","","","","","","2","01720682","08"
"2019015561","99","1","20634 INDIAN MERIDIAN R","","PAULS VALLEY","OK","73075-9598","WAL MART TRANSPORTATION LLC","7173486246","","","","","","N","","","","","","N","","","","","","","","2","00063585","08"
"2019101154","05","1","1 DAILY WAY","","VERONA","PA","15147","AMERCAN BEVERAGE CORP","4123316775","080000","","","","","N","","","","","","N","","A-161","","","","","","1","00213559","08"
"2020018371","99","99","UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","08"
"2019021977","05","99","7135 CENTENNIAL PLACE","","NASHVILLE","TN","372091033","WESTERN EXPRESS","1615969185","080000","","","","","N","","","","","","N","","","","","","","","1","00511412","08"
"2019086633","02","8","600 GRANT ST.","","PITTSBURGH","PA","15219","UPMC","4126471439","023500","","","","","N","","","","","","N","","NONE","","","","","","1","02210798","11"
"2019104493","02","3","1000 GREGG ST","","CARNEGIE","PA","15106","ADVANTAGE TOWING","4122765909","019500","","","","","N","","","","","","N","","","","","","","","2","","09"
"2019026164","05","1","755 BEECHNUT DR","","PITTSBURGH","PA","15205","TALON LOGISTICS","4123041866","080000","","","","","N","","","","","","N","","","","","","","","2","00030237","08"
"2019108390","99","1","1643 ALLEGHENY BLVD","","RENO","PA","16343-0422","KTC TRUCKING","8146761512","070000","","","","","N","","","","","","N","","","","","","","","2","00088323","06"
"2019087485","03","4","45 MILLER RUN RD","","TRANFER","PA","16154","GREENAWALT EXCAVATING","7249624450","080000","","","","","N","","","","","","N","","","","","","","","1","02148329","09"
"2019130556","99","2","1821 BEAVER AVE","","PITTSBURGH","PA","15233","UNITED PARCEL SERVICES","9999999999","023500","","","","","N","","","","","","N","","","","","","","","1","","05"
"2019013579","04","4","457 DAVIDSON RD","","PITTSBURGH","PA","15239","CALIBER LOGISTICS LLC","4126065818","073280","","","","","N","","","","","","N","","","","","","","","1","02274928","04"
"2019115774","05","0","5484 WOLFE DR","","PGH","PA","15236","JOHN R. EDWARDS","4125371822","080000","","","","","N","","","","","","N","","","","","","","","2","00114867","04"
"2019100138","04","2","12475 ROUTE 119 HIGHWAY N","","ROCHESTER MILLS","PA","15771","SATTERLEE LEASING LLC","8009442214","073280","2","","","","Y","1","","","","","N","","","","","","","","2","00233273","04"
"2019135152","99","1","6921 WALNUT FARM DR","","LOUISVILLE","KY","40229","SERGIO IRIBAR SANCHEZ","5022929787","999999","","","","","N","","","","","","N","","","","","","","","2","02278627","00"
"2019101855","05","1","888 DOREMUS AVENUE","","NEWARK","NJ","07114","SALSON LOGISTICS INC","9739860200","080000","","","","","N","","","","","","N","","","","","","","","2","00707789","08"
"2019071000","02","1","10156 READING ROAD","","CINCINNATI","OH","45241","SAFETY SHOE DISTRIBUTOR","5135634220","","","","","","N","","","","","","N","","","","","","","","2","00478348","03"
"2019009721","05","3","50415 HERBERT STREET","","GRANGER","IN","46530","UFP TRANSPORTATION INC.","7243990204","032000","","","","","N","","","","","","N","","050542653","","","","","","2","01079241","06"
"2019090527","04","8","345 SIXTH AVE","","PITTSBURGH","PA","15222","ALLEGHENY COUNTY PORT AUTHORITY","4124422000","999999","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2019094105","03","3","280 LEETSDALE INDUSTRIA","","LEETSDALE","PA","15056","PODS","8007767637","080000","","","","","N","","","","","","N","","","","","","","","1","01397252","04"
"2019103170","99","99","923 WEIMER LN","","SALTSBURG","PA","15681","VISIONARY EQUIPMENT CORP","9999999999","999999","","","","","","","","","","","N","","","","","","","","1","","99"
"2019135402","02","8","714 EKASTOWN RD","","SARVER","PA","16055","ABC TRANSIT","4128213002","999999","","","","","N","","","","","","N","","","","","","","","2","","12"
"2019076876","02","8","5785 BAPTIST ROAD","","BETHEL PARK","PA","15102","PARAMOUNT SENIOR LIVING","4128333500","999999","","","","","N","","","","","","N","","","","","","","","2","","10"
"2019115823","02","0","119 WALL AVENUE","","WALL BOURGH","PA","15148","FIRST STUDENT INC","4129275334","023500","","","","","N","","","","","","N","","","","","","","","2","","12"
"2019051835","03","8","2500 CLYDE AVE","","PITTSBURGH","PA","15137","ANNUAL BUS","4849284000","000000","","","","","N","","","","","","N","","9999999999","","","","","","1","99999999","10"
"2019122920","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15223","PORT AUTHORITY","4124422000","999999","","","","","N","","","","","","N","","A-00976060","","","","","","1","","13"
"2019009844","02","1","350 SECO RD","","MONROEVILLE","PA","15146","PITTSBURGH SEAFOOD COMPANY","4123720900","025999","","","","","N","","","","","","N","","","","","","","","1","02409721","03"
"2019059187","02","4","554 BOCKTOWN CORK RD","","CLITON","PA","15026","SOFIS COMPANY INC","7243782670","026000","","","","","N","","","","","","N","","","","","","","","1","00646220","03"
"2019003485","02","3","179 PERRY HWY","","HARMONY","PA","16037","MURPHY TRACTOR &EQUIPMENT CO INC","7247763636","014000","","","","","N","","","","","","N","","","","","","","","1","00315975","09"
"2019075158","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124432000","999999","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2019059625","06","3","W3682 US2 & 41","","SPALDING","MI","49886","D GRAHAM TRANSPORT INC","9064975295","052000","","","","","N","","","","","","N","","","","","","","","1","00946016","08"
"2019035082","05","3","101 W DILLMAN RD","","BLOOMINGTON","IN","47403","STONEBELT FREIGHT LINES INC.","8128246741","080000","","","","","N","","","","","","N","","","","","","","","1","00012341","08"
"2019126296","02","1","12301 CUMBERLAND RD","","FISHERS","IN","46038","TRANS FORTE INC","8004426414","999999","","","","","N","","","","","","N","","","","","","","","1","00745614","03"
"2019095848","02","0","4944 BELMONT AVE","","YOUNGSTOWN","OH","44505","AIM LEASING CO","4126140008","999999","","","","","N","","","","","","N","","522968","","","","","","2","00346473","05"
"2019038559","04","8","345 SIXTH AVE","","PITTSBURGH","PA","15222","ALLEGHENY COUNTY PORT AUTHORITY","4124422000","","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2019088917","05","3","1155 STOOPS FERRY RD.","","CORAOPOLIS","PA","15108","ARL TRANSPORT","4127595096","026000","","","","","N","","","","","","N","","A-8910964","","","","","","1","00018637","08"
"2019088917","02","8","2235 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUTHORITY- ALLEGHENY COUNTY","4125665214","026000","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2019050028","05","1","235 LAKE WALK CIRCLE","","RIEDSVILLE","NC","27320","BMC TRUCKING","3366133931","080000","","","","","N","","","","","","N","","0003133180","","","","","","1","01190291","08"
"2019050299","03","2","4025 HIGHWAY 35 N","","COLUMBIA","MS","39429","DEEPWELL ENERG SERVICES","4846207104","","","","","","N","","","","","","N","","","","","","","","1","00115518","09"
"2019081006","02","0","985 JOLLY ROAD","","BLUE BELL","PA","19422","HENKLES AND MCCOY","8145929870","060000","","","","","N","","","","","","N","","UNK","","","","","","2","00010515","99"
"2019074484","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15212","PORT AUTHORITY OF ALLEGHENY","4124422000","000000","","","","","N","","","","","","N","","NO","","","","","","2","","11"
"2019084984","99","0","1557 WAYNESBURG DRIVE S","","CANTON","OH","44707","PGT TRUCKING INC","9999999999","999999","","","","","N","","","","","","","","","","","","","","1","99999999","08"
"2019130861","99","1","1 MELE PL","","BRADDOCK","PA","15104","MELE & MELE & SONS INC","4123511234","014500","","","","","N","","","","","","N","","","","","","","","2","","05"
"2019068697","04","0","240 E LAKE ST","SUITE 307","ADDISON","IL","60101","MD GLOBAL LOGISTICS","7692414345","999999","","","","","N","","","","","","N","","","","","","","","2","80016423","08"
"2019091940","99","99","123 UNKNOWN","","UNKNOWN","ZZ","99999","UNKNOWN","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","99"
"2019043507","02","8","2235 BEAVER AVE.","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO.","4125665214","026000","","","","","N","","","","","","N","","PA0022D00","","","","","","1","","11"
"2019033518","06","1","942 S SHADY GROVE RD","","MEMPHIS","TN","38120","FEDEX CORPORATION","8004633339","044000","","","","","N","","","","","","N","","","","","","","","1","00265752","08"
"2019014732","99","99","INDIAN HOLLOW RD","","WICHESTER","VA","22603","VALLEY PROTEINS INC","9999999999","999999","","","","","N","","","","","","N","","","","","","","","2","","99"
"2019008577","04","99","1654 BUTLER PLANK RD","","GLENSHAW","PA","15116","FITZSIMMONS METAL CO","4124868587","073280","","","","","N","","","","","","N","","","","","","","","1","00384047","06"
"2019110785","03","0","2200 SPRING GARDEN AVE","","PITTSBURGH","PA","15212","THOMPSON ELECTRICAL CONSTRUCTI","4128604921","060000","","","","","N","","","","","","N","","","","","","","","1","02379135","04"
"2019110785","03","99","6038 S VALLEY PIKE","","MOUNT CRAWFORD","VA","22841","NEW WAVE LOGISTICS LLC","5402463879","080000","","","","","N","","","","","","N","","","","","","","","4","02946105","08"
"2019004343","02","8","500 BROWN AVE","","TURTLE CREEK","PA","15145","AJ MEYERS AND SONS","4126462320","","","","","","N","","","","","","N","","","","","","","","1","00281003","11"
"2019067420","03","99","13410 SUTTON PARK DRIVE","","JACKSONVILLE","FL","32224","LANDSTAR RANGER INC","8004354010","080000","","","","","N","","","","","","N","","","","","","","","3","00241572","08"
"2019067420","03","99","13410 SUTTON PARK DRIVE","","JACKSONVILLE","FL","32224","LANDSTAR RANGER INC","8004354010","080000","","","","","N","","","","","","N","","","","","","","","4","00241572","08"
"2019058926","02","1","4816 DEARBORN STREET","","PITTSBURGH","PA","15224","YOCUM HEATING & COOLING TOM","4126701146","008600","","","","","N","","","","","","","","1234","","","","","","1","","98"
"2019126000","02","1","2638 BRANDT SCHOOL ROAD","","WEXFORD","PA","15090","FEDEX NORTH PITT","7249354440","","","","","","N","","","","","","","","419281","","","","","","1","00265752","99"
"2019099290","05","2","2445 E. SOUTHLAKE BLVD.","","SOUTHLAKE","TX","76092","ANDREWS LOGISTICS","7243022365","080000","3","","","","Y","1","","","","","N","","","","","","","","2","00736714","06"
"2019007489","05","3","PO BOX 685","","SHARON","PA","16146","PI & I MOTOR EXPRESS INC","8003212733","080000","","","","","N","","","","","","N","","","","","","","","1","00122443","06"
"2019130915","03","7","4985 BAKERSTOWN CULMERVILLE RD","","TARENTUM","PA","15084","MORROW REFUSE","7242652491","061400","","","","","N","","","","","","N","","","","","","","","1","00400538","04"
"2019119497","02","1","2508 WESTERN AVE","","SOUTH BEND","IN","46619","BRINKS","9999999999","","","","","","","","","","","","N","","","","","","","","1","99999999","03"
"2019047054","03","3","2158 HENDERSON AVE","","WASHINGTON","PA","15301","GODUIN'S NURSERY","7242286238","054000","","","","","N","","","","","","N","","","","","","","","1","00541480","03"
"2019010406","03","7","2197 DUSS AVENUE","","AMBRIDGE","PA","15003","WASTE MANAGEMENT","8442792503","","","","","","N","","","","","","N","","","","","","","","2","02552725","04"
"2019100645","04","0","205 PENNBRIAR ST","","ERIE","PA","16509","US BULK TRANSPORT","4402472708","080000","","","","","N","","","","","","N","","","","","","","","1","00046196","08"
"2019086539","02","4","814 CECIL ST","","SHARPSBURGH","PA","15215","GI HAUL","4128088770","012350","","","","","N","","","","","","N","","","","","","","","2","00960635","03"
"2019091940","02","1","1407 BULLDOG DR","","ALLENTOWN","PA","18104","GRAND SLAM TRUCKING","8103954581","","","","","","N","","","","","","N","","","","","","","","3","","00"
"2019044720","02","8","2335 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4124422000","999999","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2019045614","05","3","400 KECK ST","","SEWARD","PA","15954","M & C TRUCKING","8144464441","044096","","","","","N","","","","","","N","","A-00100693","","","","","","4","00163516","08"
"2019128560","03","0","132 MILES RD PO BOX 795","","VANDERBILT","PA","15486","JOHN ASKEY","7246207124","080000","","","","","N","","","","","","N","","","","","","","","2","03218194","08"
"2019111869","03","99","286 BONNIEBROOK RD","","BUTLER","PA","16002","CONCRETE CORING","7242839030","080000","","","","","N","","","","","","N","","","","","","","","2","01240710","09"
"2019093560","02","1","2 RUTGERS ROAD BUILDING B","","PITTSBURGH","PA","15205","MONTEVERDE'S INC","4129229200","025950","","","","","N","","","","","","N","","","","","","","","1","00364385","03"
"2019109189","99","99","99999","","9999","ZZ","99999","POPOJAS","9999999999","012300","","","","","N","","","","","","N","","","","","","","","3","","99"
"2019027370","05","1","3316 REFUGEE ROAD","","COLUMBUS","OH","43232","RB TRANSPORTATION","6144465120","080000","","","","","N","","","","","","N","","","","","","","","1","02503721","06"
"2019094338","02","3","5900 BAUM BLVD","","PITTSBURGH","PA","15206","AAA EAST CENTRAL","9999999999","019500","","","","","N","","","","","","","","","","","","","","1","","00"
"2019104669","02","3","300 NOBLESTOWN RD","","CARNEGIE","PA","15106","A EUROPEAN AUTO SPECIALIST","4124899350","","","","","","N","","","","","","N","","","","","","","","2","99999999","03"
"2019024201","02","3","4540 NEW TEXAS ROAD","","PLUM","PA","15239","STOCKMAN LAWNSCAPE INC.","4127937100","011001","","","","","N","","","","","","N","","","","","","","","1","02380385","09"
"2019074689","04","99","310 LEGER ROAD","","N. HUNTINGTON","PA","15642","WASTEMANAGEMENT OF PA","7243213447","073280","","","","","N","","","","","","N","","","","","","","","2","00344050","98"
"2019022177","01","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY ALLEGHENY COUNTY","4124422000","360000","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2019051325","02","8","200 HAUN ROAD","","PGH","PA","15209","FIRST STUDENT","4124318747","019800","","","","","N","","","","","","N","","A-00109523","","","","","","2","00354406","11"
"2020002827","02","1","908 BROADWAY ST EXT","","MASURY","OH","44438","P I AND I MOTOR EXPRESS INC","7245043529","080000","","","","","N","","","","","","N","","","","","","","","3","00015458","08"
"2019004933","03","8","110 LENZNER COURT","","SEWICKLEY, PA  15143","PA","151439510","TRANSPORTATION MANAGEMENT SERVIC","4127617000","","","","","","N","","","","","","","","","","","","","","1","00583785","11"
"2019041232","03","2","631 LONGHORN STREET NW","","CARROLLTON","OH","44615","ELITE GASFIELD SERVICES LLC","7247282219","999999","","","","","N","","","","","","N","","A8914056","","","","","","2","02206378","04"
"2019105490","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO.","4124422000","999999","","","","","N","","","","","","N","","A-00976060","","","","","","1","","11"
"2019082684","02","3","1027 WILLIAM FLYNN HWY","","GLENSHAW","PA","15116","U HAUL CO","4125670720","031000","","","","","N","","","","","","N","","","","","","","","1","00428384","03"
"2019086217","03","4","1613 DUTCH RD","","LORETTO","PA","15940","HITE TRUCKING","8143448504","999999","","","","","N","","","","","","N","","","","","","","","1","02107340","04"
"2019009542","02","8","2335 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY  ALLEGHENY COUNTY","4124422000","","","","","","N","","","","","","","","A-00976060","","","","","","2","","11"
"2019015566","99","3","125 SHAFFER RD","","APPOLLO","PA","15613","M Z TRANSPORT LLC","7247179483","","","","","","N","","","","","","N","","","","","","","","1","00877981","99"
"2019002192","02","8","2235 BEAVER AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY COUN","4125665500","050000","","","","","N","","","","","","N","","A-00976060","","","","","","2","","11"
"2019023732","05","2","3501 W OLD LINCOLN WAY","","WOOSTER","OH","44691","WOOSTER MOTORWAYS","3302647690","","","","","","N","","","","","","N","","9999999","","","","","","2","","08"
"2019031856","03","7","121 BRICKYARD RD.","","MARS","PA","16046","VOGEL DISPOSAL SERVICES","7246251511","","","","","","N","","","","","","N","","","","","","","","1","00290052","04"
"2019035409","05","99","110 NICHOL AVE","","MCKEES ROCKS","PA","15136","BUTLER GAS","4127717660","080000","","","","","N","","","","","","N","","","","","","","","2","00147351","08"
"2019110227","04","1","225 SOLAR DRIVE","","IMPERIAL","PA","15126","GORDON FOOD SERVICE INC","7248995300","080000","","","","","N","","","","","","N","","","","","","","","1","00175852","08"
"2019099434","03","7","310 LEGER RD","","IRWIN","PA","15642","WASTE MANAGEMENT","8558641221","073280","","","","","N","","","","","","N","","","","","","","","1","00344050","04"
"2019085885","04","1","85 HEART LAKE ROAD S","","BRAMPTON","ON","L6W3K1","ROAD TRAIN EXPRESS INC","9054530050","080000","","","","","N","","","","","","N","","","","","","","","1","00296555","08"
"2019090445","02","3","2833 NEW BEAVER AVE","","PITTSBURGH","PA","15233","DUQUESNE LIGHT","9999999999","019000","","","","","N","","","","","","N","","","","","","","","2","","02"
"2019115405","02","99","3634 GRENADA STREET","","PITTSBURGH","PA","15212","JAY'S TOWING","4128613395","999999","","","","","N","","","","","","N","","","","","","","","1","","02"
"2019030207","05","3","225 SANDY CREEK ROAD","","VERONA","PA","15147","PVO EXPRESS INC","4127937347","080000","","","","","N","","","","","","N","","","","","","","","2","01148672","08"
"2019050018","02","0","512 N. BRADDOCK AVE.","","PITTSBURGH","PA","15221","S & D TRANSIT INC","4122421998","","","","","","N","","","","","","N","","999999","","","","","","2","99999999","00"
"2019041109","02","8","2235 BEAVER AVE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO","4124422000","999999","","","","","N","","","","","","N","","A00976060","","","","","","2","","11"
"2019097889","02","8","2235 BEAVERS AVENUE","","PITTSBURGH","PA","15233","PORT AUTHORITY OF ALLEGHENY CO.","4122551385","999999","","","","","N","","","","","","N","","","","","","","","1","","11"
"2019074401","02","1","701 SAN MARCO BLVD","","JACKSONVILLE","FL","32207","INTERLINE BRANDS","9044211400","025999","","","","","N","","","","","","N","","","","","","","","2","00298424","03"
"2019021459","99","7","10 29 1/2 &AVRR","","PITTSBURGH","PA","15201","CITY OF PITTSBURGH","4122558636","","","","","","N","","","","","","N","","","","","","","","1","","09"
"2019101936","02","0","438 DIVISION ST","","SEWICKLEY","PA","15143","MR FLUSH LLC","8008041408","019500","","","","","N","","","","","","N","","","","","","","","1","02505332","02"
"2019042465","03","4","1089 BROWNSTOWN ROAD","","LARIMER","PA","15647","CASTLE TRUCKING AND SNOW REMOVAL","4128120115","073280","","","","","N","","","","","","N","","","","","","","","2","01080978","04"
"2019084291","02","4","108 SUNRIDGE DRIVE","","MCMURRAY","PA","15317","G. PASQUALE AND SONS CONSTRUCTIO","7249416776","025500","","","","","N","","","","","","N","","","","","","","","1","02334845","09"
"2019101999","03","4","636 STATE PARK RD","","NEW ALEXANDRIA","PA","15670","WALNUT GROVE TRANSPORT","7247879107","999999","","","","","N","","","","","","N","","A-891027","","","","","","2","02559346","04"
"2019067769","02","8","87 ARLENE DRIVE","N VERSAILLES","PA","PA","15137","AMORE LIMOUSINE SERVICE","4126783524","026000","","","","","N","","","","","","N","","A-00118075","","","","","","1","01833375","11"
